RepRapFirmware height map file v2 generated at 2020-04-17 17:41
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
-140.00,140.00,-140.00,140.00,-1.00,56.00,56.00,6,6
 -0.073, -0.200, -0.092, -0.079, -0.036,      0
 -0.077, -0.110, -0.184, -0.194, -0.101,      0
  0.006, -0.226, -0.331, -0.210, -0.196,      0
 -0.024, -0.158, -0.214, -0.363, -0.147,      0
 -0.071, -0.206, -0.195, -0.295, -0.308,      0
 -2.317, -1.916, -3.491, -2.884, -3.049,      0
