RepRapFirmware height map file v2 generated at 2022-02-14 21:37, min error -0.007, max error 0.920, mean 0.502, deviation 0.190
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-70.00,60.00,-70.00,60.00,-1.00,21.66,21.66,7,7
 -0.007,  0.149,  0.245,  0.242,  0.314,  0.284,  0.380
  0.242,  0.338,  0.428,  0.431,  0.440,  0.449,  0.437
  0.389,  0.461,  0.524,  0.650,  0.533,  0.500,  0.491
  0.344,  0.524,  0.683,  0.776,  0.698,  0.575,  0.422
  0.389,  0.599,  0.809,  0.920,  0.836,  0.665,  0.413
  0.452,  0.518,  0.665,  0.866,  0.725,  0.536,  0.422
  0.422,  0.509,  0.671,  0.758,  0.677,  0.485,  0.320
