RepRapFirmware height map file v2 generated at 2019-11-02 22:18, min error -0.256, max error 0.346, mean 0.071, deviation 0.153
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
-100.00,100.00,-100.00,70.00,-1.00,50.00,42.50,5,5
 -0.256, -0.137, -0.210, -0.201, -0.130
 -0.062,  0.076,  0.074,  0.084,  0.074
  0.186,  0.131,  0.237,  0.145,  0.185
  0.020,  0.223,  0.109,  0.209,  0.346
  0.056,  0.070,  0.216,  0.121,  0.201
