RepRapFirmware height map file v2 generated at 2020-02-09 22:11
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
-140.00,140.00,-140.00,140.00,-1.00,70.00,70.00,5,5
  1.339,  1.908,  1.702,  1.904,  2.178
  0.792,  0.762,  1.007,  1.166,  1.416
  0.244,  0.307,  0.313,  0.871,  1.006
 -0.274, -0.258, -0.175,  0.142,  0.519
 -0.577, -0.636, -0.393, -0.319, -0.184
